"ItemId","ItemName","Brand","Model","Detail","SaleLimit","IsActive","CatId","FxSalePrice","UKey","Unt","CStk","CCost","RetailPrice","ItmDisc","QtyBelow","MinPrice","QtyUpTo"
"BaSaA51BTSUN","Battery","SAMSUNG","A51 SUN","","2","false","1","850",,"Pc","0","0","900","0","10","0","50"
"BaSaA51BTZNF","Battery","SAMSUNG","A51 ZNF","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA520BA","Back","SAMSUNG","A520 BLACK","","2","false","1","800",,"Pc","0","0","900","0","10","0","50"
"BaSaA52BABL","Back","SAMSUNG","A52 BLUE","","2","false","1","270",,"Pc","0","0","400","0","10","0","50"
"BaSaA52BASK","Back","SAMSUNG","A52 SKYBLUE","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA52BAW","Back","SAMSUNG","A52 WHITE","","2","false","1","260",,"Pc","0","0","400","0","10","0","50"
"BaSaA52BTKLOGO","Battery","SAMSUNG","A52 BT K LOGO","","0","false","1","1200",,"Pc","0","0","1400","0","10","0","50"
"BaSaA52BTSPES","Battery","SAMSUNG","A52 BT SPES","","2","false","1","1350",,"Pc","0","0","1500","0","10","0","50"
"BaSaA52BTSUNA20","Battery","SAMSUNG","A52 BT SUN A20 FE BT","","2","false","1","1100",,"Pc","0","0","1200","0","10","0","50"
"BaSaA54BTORG","Battery","SAMSUNG","A54 ORG","","2","false","1","830",,"Pc","0","0","950","0","10","0","50"
"BaSaA5BC","Back Camera","SAMSUNG","A5","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA5BTKLOGO","Battery","SAMSUNG","A5 BT K LOGO","","0","false","1","700",,"Pc","0","0","1200","0","10","0","50"
"BaSaA5BTSADA","Battery","SAMSUNG","A5 SADA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA6PLUSBTZNF","Battery","Samsung","A6PLUS BT ZNF","","2","false","1","1250",,"Pc","0","0","1400","0","10","0","50"
"BaSaA70BA","Back","SAMSUNG","A70 BLACK","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaA70BABL","Back","SAMSUNG","A70 BLUE","","2","false","1","330",,"Pc","0","0","350","0","10","0","50"
"BaSaA70BAG","Back","SAMSUNG","A70 GOLDEN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA70BAO","Back","SAMSUNG","A70 ORANGE","","2","false","1","330",,"Pc","0","0","400","0","10","0","50"
"BaSaA70BAW","Back","SAMSUNG","A70 WHITE","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA70BTAAA","Battery","SAMSUNG","A70 AAA","","2","false","1","850",,"Pc","0","0","950","0","10","0","50"
"BaSaA70BTFALCON","Battery","SAMSUNG","A70 FALCON","","2","false","1","1420",,"Pc","0","0","1500","0","10","0","50"
"BaSaA70BTFORCE","Battery","SAMSUNG","A70 BT FORCE","","2","false","1","950",,"Pc","0","0","1000","0","10","0","50"
"BaSaA70BTORG","Battery","SAMSUNG","A70 ORG","","2","false","1","950",,"Pc","0","0","1000","0","10","0","50"
"BaSaA70BTSADA","Battery","SAMSUNG","A70 SADA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA70BTSUN","Battery","SAMSUNG","A70 SUN","","2","false","1","1050",,"Pc","0","0","1150","0","10","0","50"
"BaSaA710BAG","Back","SAMSUNG","A710 GOLDEN","","2","false","1","250",,"Pc","0","0","350","0","10","0","50"
"BaSaA710BAW","Back","SAMSUNG","A710 WHITE","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA710BTFALCO","Battery","SAMSUNG","A710 BT FALCONE","","2","false","1","1200",,"Pc","0","0","1300","0","10","0","50"
"BaSaA710BTFORCE","Battery","SAMSUNG","A710 FORCE","","0","false","1","770",,"Pc","0","0","850","0","10","0","50"
"BaSaA710BTSADA","Battery","SAMSUNG","A710 SADA","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"BaSaA710BTSUN","Battery","SAMSUNG","A710 SUN J7 PRIME","","2","false","1","750",,"Pc","0","0","800","0","10","0","50"
"BaSaA71BA","Back","SAMSUNG","A71 BLACK","","2","false","1","250",,"Pc","0","0","300","0","10","0","50"
"BaSaA71BC","Back Camera","SAMSUNG","A71","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA71BTAAA","Battery","SAMSUNG","A71 AAA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA71BTINTE","Battery","SAMSUNG","A71 INTERLINK","","2","false","1","1700",,"Pc","0","0","1900","0","10","0","50"
"BaSaA71BTKLOGO","Battery","SAMSUNG","A71 BT K LOGO","","0","false","1","1100",,"Pc","0","0","1400","0","10","0","50"
"BaSaA71BTSPESS","Battery","SAMSUNG","A71 BT SPESS","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA720BA","Back","SAMSUNG","A720 BLACK","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA720BASK","Back","SAMSUNG","A720 SKY BLUE","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA720BAW","Back","SAMSUNG","A720 WHITE","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA720BTSUN","Battery","SAMSUNG","A720 J730 SUN","","2","false","1","820",,"Pc","0","0","900","0","10","0","50"
"BaSaA720SUN","Battery","SAMSUNG","A720 SUN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA72BA","Back","SAMSUNG","A72 BLACK","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA72BABL","Back","SAMSUNG","A72 BLUE","","2","false","1","250",,"Pc","0","0","350","0","10","0","50"
"BaSaA72BAW","Back","SAMSUNG","A72 WHITE","","2","false","1","250",,"Pc","0","0","350","0","10","0","50"
"BaSaA72BTFORCES","Battery","Samsung","A72 BT FORCE SAM","","2","false","1","1080",,"Pc","0","0","1150","0","10","0","50"
"BaSaA730BTSPES","Battery","SAMSUNG","A730 BT SPES","","2","false","1","1200",,"Pc","0","0","1500","0","10","0","50"
"BaSaA750BABL","Back","SAMSUNG","A750 BLUE","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"BaSaA750BAG","Back","SAMSUNG","A750 GOLDEN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA80BTKLOGO","Battery","SAMSUNG","A80 BT K LOGO","","2","false","1","700",,"Pc","0","0","1200","0","10","0","50"
"BaSaA8BAR","Back","SAMSUNG","A8 RED","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaA8BTKLOGO","Battery","SAMSUNG","A8 BT K LOGO","","0","false","1","750",,"Pc","0","0","1200","0","10","0","50"
"BaSaABL","Back","SAMSUNG","Y11 BILU","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaAO3COREBA","Back","SAMSUNG","AO3 CORE BLACK","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaBABL","Back","SAMSUNG","A10 BLUE","","2","false","1","280",,"Pc","0","0","350","0","10","0","50"
"BaSaBM4YBTFORCE","Battery","Samsung","BM4Y BT FORCE","","2","false","1","1480",,"Pc","0","0","1600","0","10","0","50"
"BaSaBN5JBTSPESN","Battery","SAMSUNG","BN5J BT SPES NOTE 12","","0","false","1","1600",,"Pc","0","0","1700","0","10","0","50"
"BaSaC51BT","Battery","SAMSUNG","C51 BT","","2","false","1","1000",,"Pc","0","0","1100","0","10","0","50"
"BaSaC5BTSPEED","Battery","SAMSUNG","C5 BT SPEED","","2","false","1","800",,"Pc","0","0","1200","0","10","0","50"
"BaSaC5BTSUN","Battery","SAMSUNG","C5 SUN","","2","false","1","800",,"Pc","0","0","850","0","10","0","50"
"BaSaC7BTSPEED","Battery","SAMSUNG","C7 BT SPEED","","0","false","1","1000",,"Pc","0","0","1200","0","10","0","50"
"BaSaC7PROBT","Battery","SAMSUNG","C7PRO BT","","2","false","1","900",,"Pc","0","0","1000","0","10","0","50"
"BaSaC8BTKLOGO","Battery","SAMSUNG","C8 BT K LOGO","","0","false","1","800",,"Pc","0","0","1200","0","10","0","50"
"BaSaDFS10","Back","SAMSUNG","S10 Plus Black","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaJ100BTSADA","Battery","SAMSUNG","J100 SADA","","2","false","1","430",,"Pc","0","0","500","0","10","0","50"
"BaSaJ110BTSADA","Battery","SAMSUNG","J110 SADA","","2","false","1","480",,"Pc","0","0","550","0","10","0","50"
"BaSaJ120BTSADA","Battery","SAMSUNG","J120 SADA","","2","false","1","430",,"Pc","0","0","500","0","10","0","50"
"BaSaJ1ACEBTSADA","Battery","SAMSUNG","J1 ACE SADA","","2","false","1","330",,"Pc","0","0","400","0","10","0","50"
"BaSaJ2BTSADA","Battery","SAMSUNG","J2 SADA","","2","false","1","480",,"Pc","0","0","500","0","10","0","50"
"BaSaJ3110BC","Back Camera","SAMSUNG","J3110","","2","false","1","800",,"Pc","0","0","100","0","10","0","50"
"BaSaJ330BTSADA","Battery","SAMSUNG","J330 SADA","","2","false","1","680",,"Pc","0","0","750","0","10","0","50"
"BaSaJ330BTSUN","Battery","SAMSUNG","J330 SUN","","2","false","1","750",,"Pc","0","0","800","0","10","0","50"
"BaSaJ4PLUSBA","Back","SAMSUNG","J4PLUS BLACK","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaJ4PLUSBABL","Back","SAMSUNG","J4PLUS BLUE","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaJ4PLUSBAG","Back","SAMSUNG","J4 PLUS GOLDEN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaJ4PLUSBAR","Back","SAMSUNG","J4PLUS RED","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaJ510BC","Back Camera","SAMSUNG","J510","","2","false","1","700",,"Pc","0","0","900","0","10","0","50"
"BaSaJ510BTINT","Battery","SAMSUNG","J5 10 INTERLINK","","2","false","1","850",,"Pc","0","0","950","0","10","0","50"
"BaSaJ510BTSADA","Battery","SAMSUNG","J510 SADA","","2","false","1","480",,"Pc","0","0","550","0","10","0","50"
"BaSaJ530BCBLACK","Back Camera","SAMSUNG","J530 BLACK","","2","false","1","900",,"Pc","0","0","1100","0","10","0","50"
"BaSaJ530BTSUN","Battery","SAMSUNG","J530 SUN","","2","false","1","800",,"Pc","0","0","850","0","10","0","50"
"BaSaJ5BA","Back","SAMSUNG","J5 BLACK","","2","false","1","220",,"Pc","0","0","250","0","10","0","50"
"BaSaJ5BAW","Back","SAMSUNG","J5 WHITE","","2","false","1","220",,"Pc","0","0","250","0","10","0","50"
"BaSaJ5BTINTER","Battery","SAMSUNG","J5 INTERLINK","","2","false","1","690",,"Pc","0","0","750","0","10","0","50"
"BaSaJ5BTSADA","Battery","SAMSUNG","J5 SADA","","2","false","1","400",,"Pc","0","0","450","0","10","0","50"
"BaSaJ5BTSUN","Battery","SAMSUNG","J5 SUN","","2","false","1","420",,"Pc","0","0","500","0","10","0","50"
"BaSaJ5BTZNF","Battery","SAMSUNG","J5 ZNF","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"BaSaJ5PRIMEBC","Back Camera","SAMSUNG","J5 PRIME","","2","false","1","450",,"Pc","0","0","650","0","10","0","50"
"BaSaJ5PRIMEBTIN","Battery","SAMSUNG","J5 PRIME  INTERLINK","","2","false","1","1050",,"Pc","0","0","1100","0","10","0","50"
"BaSaJ5PRIMEBTSA","Battery","SAMSUNG","J5PRIME BT SADA","","2","false","1","650",,"Pc","0","0","750","0","10","0","50"
"BaSaJ5PRIMEBTSU","Battery","SAMSUNG","J5 PRIME SUN","","2","false","1","800",,"Pc","0","0","850","0","10","0","50"
"BaSaJ5PROBTSUN","Battery","SAMSUNG","J5 PRO A5 20 SUN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaJ67BC","Back Camera","SAMSUNG","J67","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaJ6BC","Back Camera","SAMSUNG","J6","","2","false","1","700",,"Pc","0","0","900","0","10","0","50"
"BaSaJ6BTKLOGO","Battery","SAMSUNG","J6 K Logo","","2","false","1","850",,"Pc","0","0","1000","0","10","0","50"
"BaSaJ6BTSADA","Battery","SAMSUNG","J6 SADA","","2","false","1","700",,"Pc","0","0","750","0","10","0","50"
"BaSaJ6BTSUN","Battery","SAMSUNG","J6 SUN","","2","false","1","770",,"Pc","0","0","850","0","10","0","50"
"BaSaJ710BTINTER","Battery","SAMSUNG","J710 BT INTERLINK","","2","false","1","850",,"Pc","0","0","900","0","10","0","50"
"BaSaJ710BTSADA","Battery","SAMSUNG","J710 SADA","","2","false","1","480",,"Pc","0","0","550","0","10","0","50"
"BaSaJ710BTSUN","Battery","SAMSUNG","J710 SUN","","2","false","1","820",,"Pc","0","0","900","0","10","0","50"
"BaSaJ7BA","Back","SAMSUNG","J7 BLACK","","2","false","1","250",,"Pc","0","0","300","0","10","0","50"
"BaSaJ7BAW","Back","SAMSUNG","J7 WHITE","","2","false","1","200",,"Pc","0","0","250","0","10","0","50"
"BaSaJ7BC","Back Camera","SAMSUNG","J7","","2","false","1","500",,"Pc","0","0","700","0","10","0","50"
"BaSaJ7BTINTE","Battery","SAMSUNG","J7 INTERLINK","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaJ7BTSADA","Battery","SAMSUNG","J7 SADA","","2","false","1","470",,"Pc","0","0","600","0","10","0","50"
"BaSaJ7BTZNF","Battery","SAMSUNG","J7 ZNF","","2","false","1","550",,"Pc","0","0","600","0","10","0","50"
"BaSaJ8BTJ6BTA6B","Battery","SAMSUNG","J8 BT J6 BT A6 BT SPES","","0","false","1","1000",,"Pc","0","0","1200","0","10","0","50"
"BaSaM11BTA10SBT","Battery","SAMSUNG","M11 BT A10S BT TUDIAN","","2","false","1","900",,"Pc","0","0","1000","0","10","0","50"
"BaSaM30BATTERY","Battery","SAMSUNG","M30 BATTERY","","2","false","1","850",,"Pc","0","0","900","0","10","0","50"
"BaSaM31BTM31SBT","Battery","SAMSUNG","M31 BT M31S BT KING POWER","","0","false","1","1350",,"Pc","0","0","1600","0","10","0","50"
"BaSAM31SBTFORCE","Battery","SAMSUNG","M31S BT FORCE","","2","false","1","1100",,"Pc","0","0","1400","0","10","0","50"
"BaSaM33BABL","Back","SAMSUNG","M33 BLUE","","2","false","1","250",,"Pc","0","0","300","0","10","0","50"
"BaSaM33BAW","Back","SAMSUNG","M33 WHITE","","2","false","1","250",,"Pc","0","0","300","0","10","0","50"
"BaSaNO5BA","Back","SAMSUNG","Note 5 Black","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaNOE20ULTRA","Battery","SAMSUNG","NOE20ULTRA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaNOT10PBA","Back","SAMSUNG","NOTE10PLUS DARKBLUE","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"BaSaNOT10PBBABL","Back","SAMSUNG","Note 10 Plus Blue","","0","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaNOTE10BABL","Back","SAMSUNG","NOTE10 BLUE","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaNOTE10BAG","Back","SAMSUNG","Note 10 Golden","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"BaSaNOTE10BLUU","Back","SAMSUNG","Note 10 Blue","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"BaSaNOTE10BTOR","Battery","SAMSUNG","NOTE 10 ORG","","2","false","1","1050",,"Pc","0","0","1150","0","10","0","50"
"BaSaNOTE10BTSAD","Battery","SAMSUNG","NOTE 10 SADA","","2","false","1","830",,"Pc","0","0","900","0","10","0","50"
"BaSaNOTE10BTSPE","Battery","SAMSUNG","NOTE 10 BT SPES","","2","false","1","1150",,"Pc","0","0","1300","0","10","0","50"
"BaSaNOTE10GOLDE","Back","SAMSUNG","NOTE10 GOLDEN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaNOTE10LIBAS","Back","SAMSUNG","NOTE10 LITE SILVER","","2","false","1","500",,"Pc","0","0","600","0","10","0","50"
"BaSaNOTE10LITEB","Back","SAMSUNG","NOTE10 LITE BLACK","","2","false","1","500",,"Pc","0","0","600","0","10","0","50"
"BaSaNOTE10LITEG","Back","SAMSUNG","NOTE10LITE GOLDEN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaNOTE10LITER","Back","SAMSUNG","NOTE10 LITE RED","","0","false","1","500",,"Pc","0","0","600","0","10","0","50"
"BaSaNOTE10PLBA","Back","SAMSUNG","NOTE 10 PLUS BLACK","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaNOTE10PLBAS","Back","SAMSUNG","Note10plus Silver","","2","false","1","420",,"Pc","0","0","500","0","10","0","50"
"BaSaNOTE10PLUSB","Battery","SAMSUNG","NOTE 10 PLUS FALCON","","2","false","1","1400",,"Pc","0","0","1500","0","10","0","50"
"BaSaNOTE10PLUSF","Battery","SAMSUNG","NOTE10PLUS FORCE","","2","false","1","950",,"Pc","0","0","1000","0","10","0","50"
"BaSaNOTE10PLUSO","Battery","SAMSUNG","NOTE 10 PLUS ORG","","2","false","1","950",,"Pc","0","0","1050","0","10","0","50"
"BaSaNOTE10PUSS","Back","SAMSUNG","NOTE10PLUS SKYBLUE","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaNOTE20BT","Battery","SAMSUNG","NOTE20 BT","","2","false","1","1500",,"Pc","0","0","1600","0","10","0","50"
"BaSaNOTE20BTWOL","Battery","Samsung","NOTE20BT WOLF","","0","false","1","1200",,"Pc","0","0","1400","0","10","0","50"
"BaSaNOTE20ULTRA","Battery","SAMSUNG","NOTE20ULTRA BT GOLD","","2","false","1","1550",,"Pc","0","0","1600","0","10","0","50"
"BaSaNOTE3BTINTE","Battery","SAMSUNG","NOTE3 BT INTERLINK","","2","false","1","800",,"Pc","0","0","900","0","10","0","50"
"BaSaNOTE3BTSADA","Battery","SAMSUNG","NOTE 3 SADA","","2","false","1","550",,"Pc","0","0","600","0","10","0","50"
"BaSaNOTE4BTINTE","Battery","SAMSUNG","NOTE 4 INTERLINK","","2","false","1","850",,"Pc","0","0","950","0","10","0","50"
"BaSaNOTE4BTSADA","Battery","SAMSUNG","NOTE4 SADA","","2","false","1","500",,"Pc","0","0","600","0","10","0","50"
"BaSaNOTE4EBSADA","Battery","SAMSUNG","NOTE4E SADA","","2","false","1","550",,"Pc","0","0","600","0","10","0","50"
"BaSaNOTE5BA","Back","SAMSUNG","NOTE5 BLACK","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"BaSaNOTE5BC","Back Camera","SAMSUNG","NOTE 5","","2","false","1","800",,"Pc","0","0","1000","0","10","0","50"
"BaSaNOTE5BTINTE","Battery","SAMSUNG","NOTE 5 INTERLINK","","2","false","1","1100",,"Pc","0","0","1200","0","10","0","50"
"BaSaNOTE5BTSADA","Battery","SAMSUNG","NOTE5 SADA","","2","false","1","750",,"Pc","0","0","800","0","10","0","50"
"BaSaNOTE5BTSPES","Battery","SAMSUNG","NOTE 5 BT SPES","","0","false","1","1100",,"Pc","0","0","1300","0","10","0","50"
"BaSaNOTE8BA","Back","SAMSUNG","NOTE8 BLACK","","2","false","1","320",,"Pc","0","0","400","0","10","0","50"
"BaSaNOTE8BABL","Back","SAMSUNG","NOTE8 BLUE","","2","false","1","450",,"Pc","0","0","550","0","10","0","50"
"BaSaNOTE8BAG","Back","SAMSUNG","NOTE8 GOLDEN","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"BaSaNOTE8BTAAA","Battery","SAMSUNG","NOTE 8 AAA","","2","false","1","750",,"Pc","0","0","800","0","10","0","50"
"BaSaNOTE8BTFAL","Battery","SAMSUNG","NOTE 8 FALCON","","2","false","1","1250",,"Pc","0","0","1400","0","10","0","50"
"BaSaNOTE8BTFORC","Battery","SAMSUNG","NOTE8 BT FORCE","","2","false","1","950",,"Pc","0","0","1050","0","10","0","50"
"BaSaNOTE8BTINT","Battery","SAMSUNG","NOTE 8 INTERLINK","","2","false","1","1380",,"Pc","0","0","1500","0","10","0","50"
"BaSaNOTE8BTSADA","Battery","SAMSUNG","NOTE8 SADA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSANOTE8BTZNF","Battery","SAMSUNG","NOTE8 BT ZNF","","0","false","1","1050",,"Pc","0","0","1200","0","10","0","50"
"BaSaNOTE9BA","Back","SAMSUNG","NOTE9 BLACK","","2","false","1","300",,"Pc","0","0","400","0","10","0","50"
"BaSaNOTE9BABL","Back","SAMSUNG","NOTE 9 BLUE","","2","false","1","400",,"Pc","0","0","500","0","10","0","50"
"BaSaNOTE9BAG","Back","SAMSUNG","NOTE9 GOLDEN","","2","false","1","420",,"Pc","0","0","500","0","10","0","50"
"BaSaNOTE9BAR","Back","SAMSUNG","NOTE 9 RED","","2","false","1","330",,"Pc","0","0","400","0","10","0","50"
"BaSaNOTE9BTAAA","Battery","SAMSUNG","NOTE 9 AAA","","2","false","1","850",,"Pc","0","0","900","0","10","0","50"
"BaSaNOTE9BTFAL","Battery","SAMSUNG","NOTE 9 FALCON","","2","false","1","1320",,"Pc","0","0","1500","0","10","0","50"
"BaSaNOTE9BTFORC","Battery","Samsung","NOTE9 BT FORCE","","2","false","1","1000",,"Pc","0","0","1100","0","10","0","50"
"BaSaNOTE9BTINT","Battery","SAMSUNG","NOTE 9 SPES","","2","false","1","1100",,"Pc","0","0","1200","0","10","0","50"
"BaSaNOTE9BTSADA","Battery","SAMSUNG","NOTE9 SADA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaP1000BT","Battery","SAMSUNG","P1000 BT","","0","false","1","1500",,"Pc","0","0","2000","0","10","0","50"
"BaSaPBA","Back","SAMSUNG","S9 PLUS BLACK","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaR","Back","SAMSUNG","A10 RED","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaS10BA","Back","SAMSUNG","S10 BLACK","","2","false","1","420",,"Pc","0","0","450","0","10","0","50"
"BaSaS10BABL","Back","SAMSUNG","S10 BLUE","","2","false","1","420",,"Pc","0","0","450","0","10","0","50"
"BaSaS10BACK5G","Back","Samsang","S10 BACK 5G","","2","false","1","570",,"Pc","0","0","650","0","10","0","50"
"BaSaS10BAR","Back","SAMSUNG","S10 RED","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS10BTAAA","Battery","SAMSUNG","S10 AAA","","2","false","1","750",,"Pc","0","0","800","0","10","0","50"
"BaSaS10BTINTE","Battery","SAMSUNG","S10 INTERLINK","","2","false","1","1520",,"Pc","0","0","1600","0","10","0","50"
"BaSaS10BTORG","Battery","SAMSUNG","S10 ORG","","2","false","1","1000",,"Pc","0","0","1050","0","10","0","50"
"BaSaS10BTSADA","Battery","SAMSUNG","S10 SADA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS10BTSPES","Battery","SAMSUNG","S10 BT SPES","","2","false","1","1000",,"Pc","0","0","1100","0","10","0","50"
"BaSaS10EBTSUN","Battery","SAMSUNG","S10E SUN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS10P4GBASK","Back","SAMSUNG","S10 PLUS 4G SKY BLUE","","2","false","1","450",,"Pc","0","0","500","0","10","0","50"
"BaSaS10PLUS4GBA","Back","SAMSUNG","S10 PLUS 4G BLACK","","2","false","1","450",,"Pc","0","0","500","0","10","0","50"
"BaSaS10PLUSBA","Back","SAMSUNG","S10PLUS BLACK","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"BaSaS10PLUSBABL","Back","SAMSUNG","S10PLUSE BLUE","","2","false","1","450",,"Pc","0","0","500","0","10","0","50"
"BaSaS10PLUSBASK","Back","SAMSUNG","S10 PLUS SKY BLUE","","0","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS10PLUSBAW","Back","SAMSUNG","S10PLUSE WHITE","","2","false","1","350",,"Pc","0","0","450","0","10","0","50"
"BaSaS10PLUSBTIN","Battery","SAMSUNG","S10 PLUS BT INTERLINK","","2","false","1","1700",,"Pc","0","0","1800","0","10","0","50"
"BaSaS10PLUSBTO","Battery","SAMSUNG","S10 PLUS ORG","","2","false","1","1000",,"Pc","0","0","1100","0","10","0","50"
"BaSaS10TBTAAA","Battery","SAMSUNG","S10T AAA","","2","false","1","939",,"Pc","0","0","1000","0","10","0","50"
"BaSaS1GBABL","Back","SAMSUNG","S10 Plus 4g Blue","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS20BA","Back","SAMSUNG","S20 BLACK","","2","false","1","360",,"Pc","0","0","450","0","10","0","50"
"BaSaS20BABL","Back","SAMSUNG","S20 BLUE","","2","false","1","320",,"Pc","0","0","380","0","10","0","50"
"BaSaS20BAP","Back","SAMSUNG","S20 PINK","","2","false","1","500",,"Pc","0","0","600","0","10","0","50"
"BaSaS20BTAAA","Battery","SAMSUNG","S20 AAA","","2","false","1","850",,"Pc","0","0","950","0","10","0","50"
"BaSaS20BTORG","Battery","SAMSUNG","S20 ORG","","2","false","1","950",,"Pc","0","0","1050","0","10","0","50"
"BaSaS20BTSADA","Battery","SAMSUNG","S 20 SADA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS20PLUSBA","Back","SAMSUNG","S20 PLUS BLACK","","2","false","1","500",,"Pc","0","0","600","0","10","0","50"
"BaSaS20PLUSBACK","Back","Samsang","S20 PLUS BACK BLU","","2","false","1","580",,"Pc","0","0","650","0","10","0","50"
"BaSaS20PLUSBORG","Battery","SAMSUNG","S20PLUS ORG","","2","false","1","1050",,"Pc","0","0","1150","0","10","0","50"
"BaSaS20PLUSBT","Battery","SAMSUNG","S20 PLUS","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS20ULTRABAS","Back","SAMSUNG","S20 ULTRA SILVER","","2","false","1","430",,"Pc","0","0","500","0","10","0","50"
"BaSaS20ULTRABC","Back Camera","SAMSUNG","S20 ULTRA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS20ULTRABTI","Battery","SAMSUNG","S20ULTRA BT INTER","","2","false","1","1700",,"Pc","0","0","1900","0","10","0","50"
"BaSaS20ULTRABTO","Battery","SAMSUNG","S20ULTRA ORG","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS20ULTRABTS","Battery","SAMSUNG","S20 ULTRA BT SPEED","","0","false","1","1550",,"Pc","0","0","1700","0","10","0","50"
"BaSaS21BA","Back","SAMSUNG","S21 BLACK","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaS21BABL","Back","SAMSUNG","S21 BLUE","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS21BAG","Back","SAMSUNG","S21 GOLDEN","","2","false","1","330",,"Pc","0","0","380","0","10","0","50"
"BaSaS21BAP","Back","SAMSUNG","S21 GULABI","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS21BAR","Back","SAMSUNG","S21 RED","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"BaSaS21FEBTFORC","Battery","Samsung","S21FE BT FORCE","","2","false","1","1050",,"Pc","0","0","1100","0","10","0","50"
"BaSaS21PLUSBAG","Back","SAMSUNG","S21 PLUS GOLDEN","","2","false","1","430",,"Pc","0","0","500","0","10","0","50"
"BaSaS21PLUSBAS","Back","SAMSUNG","S21 PLUS SILVER","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
